,time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,surface_pressure
0,2024-05-01 00:00:00,43.4,29.8,457.0,10.4,79.0,16.5,25.2,75,0.0,19.2,17,1004.3
1,2024-05-01 01:00:00,41.8,28.8,467.0,10.5,79.0,17.1,26.8,72,0.0,19.4,31,1004.2
2,2024-05-01 02:00:00,43.4,29.8,481.0,10.5,78.0,17.8,27.7,69,0.0,17.8,36,1004.7
3,2024-05-01 03:00:00,44.5,30.5,491.0,10.4,81.0,18.5,28.9,66,0.0,17.1,30,1004.6
4,2024-05-01 04:00:00,48.4,33.1,492.0,9.9,89.0,18.9,29.3,66,0.0,17.3,31,1004.5
5,2024-05-01 05:00:00,53.4,36.4,490.0,9.3,99.0,19.2,28.8,69,0.0,13.4,31,1003.9
6,2024-05-01 06:00:00,58.2,39.7,492.0,9.0,107.0,19.4,29.9,66,0.0,10.4,34,1002.9
7,2024-05-01 07:00:00,64.0,43.7,494.0,8.9,112.0,19.1,30.4,64,0.0,8.4,31,1001.7
8,2024-05-01 08:00:00,73.6,50.1,500.0,9.1,116.0,18.8,30.3,65,0.0,8.2,61,1001.6
9,2024-05-01 09:00:00,81.5,55.4,534.0,10.8,115.0,19.6,28.0,80,0.1,15.4,106,1001.4
10,2024-05-01 10:00:00,87.5,59.6,627.0,15.8,107.0,22.8,27.8,80,0.0,11.0,122,1001.6
11,2024-05-01 11:00:00,89.2,61.0,748.0,22.4,95.0,27.1,27.5,81,0.0,11.0,122,1002.4
12,2024-05-01 12:00:00,104.3,71.7,914.0,29.9,75.0,32.7,27.1,83,0.0,11.5,129,1003.1
13,2024-05-01 13:00:00,104.3,71.7,860.0,25.9,75.0,31.8,26.2,84,0.0,5.6,45,1004.6
14,2024-05-01 14:00:00,88.7,61.0,783.0,20.4,76.0,30.4,25.8,85,0.0,8.1,58,1005.3
15,2024-05-01 15:00:00,71.5,49.4,706.0,16.1,75.0,28.8,25.7,83,0.0,7.6,59,1005.9
16,2024-05-01 16:00:00,55.9,38.8,632.0,14.1,73.0,26.8,25.6,82,0.0,8.4,50,1006.1
17,2024-05-01 17:00:00,50.3,34.8,559.0,13.3,70.0,24.6,25.4,81,0.0,7.7,41,1005.8
18,2024-05-01 18:00:00,52.9,36.2,501.0,12.8,66.0,22.6,24.9,81,0.3,11.2,21,1005.6
19,2024-05-01 19:00:00,48.2,33.1,462.0,12.1,62.0,21.1,23.5,90,0.7,13.0,28,1005.3
20,2024-05-01 20:00:00,46.8,32.1,439.0,11.7,58.0,19.8,23.1,89,0.2,12.9,30,1005.3
21,2024-05-01 21:00:00,48.2,33.1,436.0,12.1,54.0,19.1,22.8,89,0.1,11.0,32,1005.4
22,2024-05-01 22:00:00,55.5,38.0,463.0,13.8,48.0,18.9,22.7,89,0.0,8.4,20,1005.7
23,2024-05-01 23:00:00,60.3,41.1,511.0,16.2,41.0,19.3,22.8,89,0.0,8.5,12,1006.3
24,2024-05-02 00:00:00,82.2,56.2,526.0,16.3,46.0,21.1,23.2,87,0.0,9.8,17,1006.8
25,2024-05-02 01:00:00,82.7,56.6,542.0,16.9,49.0,22.0,24.3,85,0.0,12.6,31,1006.8
26,2024-05-02 02:00:00,82.7,56.7,564.0,17.6,53.0,23.4,24.9,82,0.0,12.4,30,1007.3
27,2024-05-02 03:00:00,84.3,58.0,580.0,18.0,59.0,25.0,26.5,77,0.0,10.1,35,1007.3
28,2024-05-02 04:00:00,89.4,61.2,582.0,17.5,70.0,27.1,27.2,74,0.0,8.2,61,1007.3
29,2024-05-02 05:00:00,92.9,63.8,578.0,16.6,83.0,29.5,27.7,74,0.1,7.0,102,1006.2
30,2024-05-02 06:00:00,100.6,69.2,578.0,16.1,94.0,31.5,29.1,72,0.0,8.0,108,1004.7
31,2024-05-02 07:00:00,105.2,72.4,574.0,15.7,102.0,32.9,28.0,78,0.2,12.5,136,1003.8
32,2024-05-02 08:00:00,106.6,73.3,573.0,15.6,108.0,34.0,28.3,78,0.2,11.4,152,1003.3
33,2024-05-02 09:00:00,105.5,72.6,609.0,17.6,107.0,35.0,28.4,77,0.0,12.3,148,1002.9
34,2024-05-02 10:00:00,110.1,75.9,723.0,24.0,95.0,36.2,28.2,76,0.0,13.4,144,1003.3
35,2024-05-02 11:00:00,120.1,82.9,873.0,32.5,76.0,37.2,27.4,80,0.0,15.1,128,1003.9
36,2024-05-02 12:00:00,81.5,56.7,887.0,34.3,65.0,38.6,26.7,83,0.1,12.3,122,1005.0
37,2024-05-02 13:00:00,79.6,55.3,948.0,35.7,59.0,40.3,24.7,93,0.8,7.2,87,1006.1
38,2024-05-02 14:00:00,82.4,57.3,1028.0,37.6,50.0,42.6,24.7,93,0.0,10.1,84,1006.6
39,2024-05-02 15:00:00,91.0,63.3,1062.0,38.2,43.0,43.9,24.6,94,0.0,10.4,76,1007.1
40,2024-05-02 16:00:00,89.2,61.9,1011.0,36.3,41.0,43.4,24.7,94,0.0,9.0,95,1006.9
41,2024-05-02 17:00:00,81.0,56.2,913.0,33.1,42.0,41.8,24.7,95,0.0,6.4,106,1006.1
42,2024-05-02 18:00:00,74.7,51.8,824.0,30.3,42.0,40.2,24.6,97,6.0,5.4,180,1005.9
43,2024-05-02 19:00:00,73.3,50.6,759.0,28.6,42.0,38.7,24.6,97,1.4,5.0,120,1004.5
44,2024-05-02 20:00:00,68.7,47.4,701.0,27.4,41.0,37.2,24.8,97,0.3,7.4,113,1004.1
45,2024-05-02 21:00:00,61.7,42.3,657.0,26.6,41.0,35.6,25.0,97,0.7,6.4,117,1004.4
46,2024-05-02 22:00:00,55.4,37.6,630.0,26.3,41.0,33.9,25.2,97,0.7,9.5,143,1004.4
47,2024-05-02 23:00:00,58.2,39.6,616.0,26.3,41.0,32.2,25.6,96,3.1,11.2,180,1005.3
48,2024-05-03 00:00:00,61.2,41.9,699.0,30.1,33.0,36.9,25.1,98,2.9,5.2,258,1006.3
49,2024-05-03 01:00:00,66.8,46.0,723.0,32.1,32.0,38.9,23.8,96,0.6,5.9,43,1007.9
50,2024-05-03 02:00:00,70.5,48.8,754.0,34.8,32.0,41.4,24.9,91,0.2,4.7,58,1008.1
51,2024-05-03 03:00:00,56.9,39.6,760.0,35.5,36.0,41.8,26.0,88,0.0,3.6,53,1007.9
52,2024-05-03 04:00:00,51.5,36.0,720.0,32.8,47.0,38.1,26.8,88,0.1,6.4,137,1007.2
53,2024-05-03 05:00:00,37.6,26.3,654.0,28.2,63.0,32.3,28.7,78,0.7,9.5,171,1005.9
54,2024-05-03 06:00:00,27.1,18.9,594.0,23.9,79.0,27.9,30.1,71,0.3,13.3,183,1004.6
55,2024-05-03 07:00:00,27.5,19.2,541.0,19.8,98.0,26.0,30.3,69,0.1,15.6,161,1002.9
56,2024-05-03 08:00:00,28.9,20.1,493.0,15.9,118.0,25.4,30.2,71,0.3,18.7,155,1001.9
57,2024-05-03 09:00:00,30.5,21.2,479.0,14.8,127.0,25.9,29.2,76,0.3,18.8,154,1001.7
58,2024-05-03 10:00:00,34.5,24.0,532.0,19.0,116.0,28.2,28.0,84,0.1,16.3,135,1002.2
59,2024-05-03 11:00:00,40.9,28.5,618.0,25.9,94.0,31.6,27.8,85,0.0,14.7,149,1003.5
60,2024-05-03 12:00:00,52.2,35.3,575.0,27.3,70.0,30.9,27.3,87,0.0,20.1,147,1003.6
61,2024-05-03 13:00:00,44.9,29.7,522.0,25.4,60.0,28.3,27.0,88,0.0,17.1,136,1004.0
62,2024-05-03 14:00:00,38.1,24.8,449.0,22.6,46.0,24.6,26.4,91,0.0,16.0,136,1004.7
63,2024-05-03 15:00:00,34.9,22.8,388.0,20.5,35.0,21.7,26.1,92,0.0,14.3,139,1005.4
64,2024-05-03 16:00:00,34.2,22.2,354.0,19.5,31.0,20.3,25.8,94,0.0,12.0,139,1005.1
65,2024-05-03 17:00:00,32.9,21.2,333.0,19.1,31.0,19.6,25.5,95,0.0,12.0,139,1004.3
66,2024-05-03 18:00:00,32.6,21.0,314.0,18.7,32.0,19.1,25.5,96,0.0,12.3,142,1003.5
67,2024-05-03 19:00:00,32.4,20.7,290.0,18.0,33.0,18.7,25.4,97,0.0,9.2,138,1002.9
68,2024-05-03 20:00:00,31.8,20.4,269.0,17.3,35.0,18.5,25.5,98,0.0,6.4,128,1002.7
69,2024-05-03 21:00:00,31.2,20.0,264.0,17.2,36.0,18.6,25.8,97,0.0,7.9,137,1002.6
70,2024-05-03 22:00:00,30.7,19.8,286.0,18.4,34.0,19.0,26.0,97,0.0,6.5,177,1002.9
71,2024-05-03 23:00:00,32.4,21.1,323.0,20.1,32.0,19.8,26.2,97,0.0,7.6,177,1003.0
72,2024-05-04 00:00:00,47.4,31.2,361.0,22.3,41.0,28.8,26.9,93,0.0,10.4,178,1003.2
73,2024-05-04 01:00:00,55.1,36.7,394.0,21.7,57.0,30.3,28.1,86,0.1,11.3,187,1004.3
74,2024-05-04 02:00:00,70.8,47.4,440.0,20.8,81.0,32.2,29.5,79,0.4,13.4,185,1004.5
75,2024-05-04 03:00:00,76.6,51.6,473.0,18.7,111.0,32.7,31.0,71,0.1,15.7,189,1004.0
76,2024-05-04 04:00:00,90.6,61.5,481.0,14.4,153.0,30.2,32.1,66,0.1,14.4,193,1003.1
77,2024-05-04 05:00:00,104.5,71.2,477.0,9.0,202.0,26.3,32.9,64,0.0,12.2,180,1002.0
78,2024-05-04 06:00:00,111.1,75.9,476.0,5.4,237.0,23.5,33.8,59,0.0,12.2,182,1000.8
79,2024-05-04 07:00:00,114.8,78.2,478.0,4.5,253.0,22.8,33.8,59,0.0,12.6,167,999.3
80,2024-05-04 08:00:00,116.4,79.2,483.0,5.4,256.0,23.2,33.2,65,0.0,16.2,148,998.3
81,2024-05-04 09:00:00,115.3,78.5,511.0,7.9,246.0,24.4,32.1,71,0.0,15.6,142,997.9
82,2024-05-04 10:00:00,112.2,76.6,594.0,13.6,216.0,26.9,31.1,76,0.0,13.6,130,998.2
83,2024-05-04 11:00:00,106.4,72.6,699.0,21.0,174.0,30.1,29.9,80,0.0,10.5,117,999.2
84,2024-05-04 12:00:00,99.0,67.8,824.0,26.6,139.0,31.7,28.9,83,0.0,13.3,109,1000.4
85,2024-05-04 13:00:00,93.4,63.8,750.0,23.1,132.0,32.5,27.7,84,0.0,15.1,87,1001.0
86,2024-05-04 14:00:00,83.6,57.2,645.0,18.1,121.0,33.5,26.8,88,0.0,14.0,91,1001.9
87,2024-05-04 15:00:00,75.4,51.5,551.0,14.0,111.0,32.9,26.2,91,0.0,11.4,79,1003.1
88,2024-05-04 16:00:00,67.8,46.1,479.0,11.5,103.0,29.5,25.8,91,0.0,12.9,72,1003.7
89,2024-05-04 17:00:00,56.2,38.3,417.0,9.9,95.0,24.5,25.7,88,0.0,11.5,70,1003.5
90,2024-05-04 18:00:00,44.7,30.5,376.0,8.8,87.0,20.4,25.3,89,0.0,9.8,54,1003.5
91,2024-05-04 19:00:00,35.3,24.2,361.0,8.2,80.0,17.8,25.0,89,0.0,14.0,48,1003.3
92,2024-05-04 20:00:00,29.7,20.3,366.0,8.1,73.0,16.1,24.6,87,0.0,16.4,52,1003.0
93,2024-05-04 21:00:00,26.3,18.0,385.0,8.6,67.0,15.1,24.8,83,0.0,14.3,47,1003.4
94,2024-05-04 22:00:00,24.9,17.0,420.0,10.0,61.0,15.0,24.7,80,0.0,15.5,42,1004.2
95,2024-05-04 23:00:00,25.4,17.3,468.0,12.1,55.0,15.7,24.5,78,0.0,15.3,39,1005.1
96,2024-05-05 00:00:00,17.9,12.5,536.0,13.4,48.0,15.6,24.5,78,0.0,13.6,37,1006.4
97,2024-05-05 01:00:00,23.7,16.5,551.0,13.8,51.0,16.7,24.8,78,0.0,9.5,29,1007.6
98,2024-05-05 02:00:00,28.5,19.7,571.0,14.3,56.0,18.2,25.5,77,0.0,9.4,18,1008.3
99,2024-05-05 03:00:00,33.2,22.9,583.0,14.4,63.0,19.6,26.2,75,0.0,11.2,6,1008.3
100,2024-05-05 04:00:00,37.5,25.9,577.0,13.7,74.0,20.6,26.8,75,0.0,11.3,7,1008.0
101,2024-05-05 05:00:00,42.1,29.0,563.0,12.6,88.0,21.5,26.9,75,0.0,10.2,23,1007.4
102,2024-05-05 06:00:00,46.9,32.4,551.0,11.9,101.0,22.9,27.2,76,0.1,7.6,25,1006.3
103,2024-05-05 07:00:00,53.4,36.8,530.0,11.0,115.0,24.8,27.8,75,0.1,4.3,24,1005.0
104,2024-05-05 08:00:00,60.3,41.6,511.0,10.5,128.0,27.2,28.1,75,0.0,2.3,72,1004.3
105,2024-05-05 09:00:00,64.7,44.6,539.0,12.7,132.0,30.6,28.2,75,0.0,4.9,126,1004.2
106,2024-05-05 10:00:00,71.9,49.6,648.0,20.1,123.0,35.9,27.8,80,0.0,5.4,143,1004.5
107,2024-05-05 11:00:00,82.0,56.6,804.0,30.3,105.0,42.2,27.5,82,0.0,6.0,147,1005.4
108,2024-05-05 12:00:00,108.5,74.7,1038.0,45.6,65.0,51.3,27.1,84,0.0,6.4,137,1006.2
109,2024-05-05 13:00:00,120.6,83.4,1111.0,46.1,58.0,53.8,26.6,82,0.0,6.7,144,1007.1
110,2024-05-05 14:00:00,125.7,86.8,1209.0,46.7,49.0,57.2,25.9,84,0.0,8.0,153,1007.9
111,2024-05-05 15:00:00,125.7,86.8,1257.0,46.2,42.0,58.6,25.1,88,0.0,4.7,157,1008.3
112,2024-05-05 16:00:00,126.2,86.8,1218.0,44.2,39.0,56.7,24.9,89,0.0,5.2,146,1008.3
113,2024-05-05 17:00:00,122.5,84.3,1129.0,41.1,37.0,52.9,24.8,89,0.0,5.9,133,1007.4
114,2024-05-05 18:00:00,112.5,77.3,1029.0,37.5,38.0,48.5,25.0,88,0.0,4.8,132,1006.8
115,2024-05-05 19:00:00,101.7,69.8,922.0,33.1,41.0,43.2,25.1,87,0.2,5.3,118,1006.3
116,2024-05-05 20:00:00,90.8,62.2,803.0,28.2,46.0,37.3,24.9,89,0.3,2.6,16,1006.2
117,2024-05-05 21:00:00,82.7,56.7,704.0,24.3,51.0,32.7,24.7,94,0.3,2.2,9,1006.3
118,2024-05-05 22:00:00,75.2,51.6,637.0,22.2,56.0,30.0,23.8,95,2.2,11.1,29,1007.2
119,2024-05-05 23:00:00,71.0,48.8,589.0,21.1,62.0,28.6,23.9,94,0.8,12.2,90,1007.8
120,2024-05-06 00:00:00,85.4,58.6,692.0,24.1,61.0,37.7,24.2,92,0.0,11.5,76,1008.7
121,2024-05-06 01:00:00,75.0,51.1,625.0,22.1,67.0,36.7,24.3,93,6.4,6.4,106,1010.3
122,2024-05-06 02:00:00,69.8,47.5,532.0,19.4,76.0,35.3,25.0,91,7.1,4.8,77,1011.1
123,2024-05-06 03:00:00,64.7,44.0,456.0,17.0,85.0,33.8,25.4,91,5.8,5.1,39,1011.3
124,2024-05-06 04:00:00,61.5,41.9,416.0,15.3,92.0,31.8,25.5,88,0.3,9.8,114,1010.4
125,2024-05-06 05:00:00,57.9,39.7,393.0,13.9,98.0,29.7,27.2,82,1.7,11.9,90,1010.0
126,2024-05-06 06:00:00,48.9,33.6,379.0,12.9,105.0,28.5,26.4,85,0.1,14.1,96,1008.6
127,2024-05-06 07:00:00,34.0,23.5,352.0,11.1,117.0,28.5,27.5,80,0.4,11.4,114,1007.1
128,2024-05-06 08:00:00,34.0,23.4,333.0,9.7,130.0,29.4,28.3,78,0.0,9.4,137,1006.3
129,2024-05-06 09:00:00,36.4,25.2,374.0,12.1,132.0,31.9,28.0,80,0.0,8.9,122,1005.9
130,2024-05-06 10:00:00,46.4,32.2,540.0,22.6,115.0,37.4,28.1,80,0.0,8.4,121,1006.0
131,2024-05-06 11:00:00,56.9,39.6,766.0,37.0,87.0,44.4,27.7,84,0.0,5.7,125,1006.7
132,2024-05-06 12:00:00,88.7,61.5,883.0,40.9,89.0,49.7,27.4,85,0.0,10.9,136,1007.3
133,2024-05-06 13:00:00,95.0,65.9,883.0,39.2,78.0,48.7,26.1,87,0.0,9.2,111,1008.2
134,2024-05-06 14:00:00,89.2,61.9,880.0,36.8,62.0,47.1,25.7,90,0.0,11.9,104,1009.3
135,2024-05-06 15:00:00,80.1,55.4,855.0,34.3,49.0,44.4,25.2,91,0.0,12.6,114,1010.3
136,2024-05-06 16:00:00,69.2,48.0,788.0,31.9,43.0,39.6,24.8,94,0.0,11.0,113,1010.3
137,2024-05-06 17:00:00,59.8,41.4,698.0,29.4,41.0,33.7,24.9,93,0.0,9.2,111,1009.5
138,2024-05-06 18:00:00,54.5,37.6,623.0,27.3,39.0,29.2,24.9,93,0.3,8.1,103,1009.1
139,2024-05-06 19:00:00,51.9,35.9,576.0,25.6,37.0,27.2,24.7,95,0.2,8.7,107,1008.7
140,2024-05-06 20:00:00,52.0,36.0,544.0,24.2,37.0,26.7,24.6,96,0.8,7.2,90,1008.6
141,2024-05-06 21:00:00,53.7,37.1,529.0,23.2,37.0,27.0,24.2,97,1.8,7.7,101,1009.1
142,2024-05-06 22:00:00,56.0,38.9,545.0,23.0,37.0,28.3,24.1,96,0.2,5.2,56,1010.0
143,2024-05-06 23:00:00,60.1,41.7,577.0,23.3,38.0,30.4,24.1,97,0.4,8.6,75,1010.5
144,2024-05-07 00:00:00,63.1,43.3,509.0,22.1,52.0,30.9,23.7,96,5.4,8.1,45,1011.6
145,2024-05-07 01:00:00,61.5,41.9,487.0,20.9,62.0,32.5,25.0,90,0.0,7.3,79,1011.7
146,2024-05-07 02:00:00,59.5,40.4,455.0,19.2,76.0,34.7,26.6,82,0.1,4.5,104,1012.6
147,2024-05-07 03:00:00,57.9,39.3,427.0,17.5,89.0,35.9,25.7,89,1.4,10.6,170,1013.1
148,2024-05-07 04:00:00,60.1,40.6,405.0,15.6,101.0,35.5,27.0,82,0.5,2.5,180,1012.1
149,2024-05-07 05:00:00,61.5,41.8,387.0,13.8,113.0,34.1,28.9,77,0.3,10.2,148,1011.3
150,2024-05-07 06:00:00,65.2,44.2,377.0,12.8,120.0,32.5,30.1,73,0.1,12.3,159,1010.2
151,2024-05-07 07:00:00,65.0,44.2,363.0,12.3,120.0,30.4,29.0,76,2.3,14.1,142,1008.9
152,2024-05-07 08:00:00,68.0,46.2,357.0,12.7,116.0,28.1,26.2,88,2.4,10.0,154,1008.2
153,2024-05-07 09:00:00,60.5,41.1,402.0,16.0,107.0,27.3,28.0,82,0.1,7.8,158,1007.6
154,2024-05-07 10:00:00,56.5,38.2,535.0,24.7,91.0,28.8,28.4,78,0.0,10.2,148,1007.7
155,2024-05-07 11:00:00,62.9,42.8,719.0,36.4,70.0,31.8,27.4,84,0.0,11.3,143,1008.2
156,2024-05-07 12:00:00,82.4,56.7,854.0,40.4,69.0,35.0,26.6,87,0.0,8.0,144,1009.2
157,2024-05-07 13:00:00,85.4,59.0,946.0,43.9,57.0,38.4,25.2,91,0.0,5.4,176,1010.5
158,2024-05-07 14:00:00,88.2,61.0,1072.0,48.7,39.0,43.1,24.8,93,0.0,4.2,160,1010.9
159,2024-05-07 15:00:00,94.8,65.7,1163.0,52.6,25.0,46.7,24.6,94,0.0,4.4,145,1011.3
160,2024-05-07 16:00:00,96.9,67.1,1188.0,55.0,17.0,48.4,24.4,95,0.0,4.1,135,1011.1
161,2024-05-07 17:00:00,92.7,64.0,1178.0,56.4,13.0,49.0,24.2,96,0.0,3.9,124,1010.2
162,2024-05-07 18:00:00,90.6,62.6,1156.0,56.3,10.0,48.6,24.0,97,0.0,4.2,110,1009.5
163,2024-05-07 19:00:00,91.0,62.9,1130.0,54.5,7.0,46.4,24.0,97,0.0,6.3,103,1009.1
164,2024-05-07 20:00:00,87.5,60.5,1092.0,51.2,5.0,43.2,23.9,97,0.0,7.9,87,1008.9
165,2024-05-07 21:00:00,86.4,59.8,1037.0,46.7,7.0,40.9,24.1,97,0.0,8.7,85,1009.2
166,2024-05-07 22:00:00,88.0,61.0,958.0,40.3,13.0,39.6,24.2,98,0.0,8.4,97,1009.4
167,2024-05-07 23:00:00,90.6,62.6,863.0,32.7,23.0,39.3,24.6,97,0.0,7.6,115,1009.8
168,2024-05-08 00:00:00,96.4,66.1,836.0,31.3,36.0,45.0,25.3,96,0.1,7.7,139,1010.7
169,2024-05-08 01:00:00,93.6,64.0,737.0,27.4,58.0,46.5,25.4,91,0.1,6.3,114,1011.4
170,2024-05-08 02:00:00,82.2,55.6,599.0,22.0,89.0,48.3,27.3,89,0.2,5.7,125,1011.7
171,2024-05-08 03:00:00,82.7,55.9,494.0,17.4,117.0,48.4,28.9,80,0.3,10.3,151,1011.5
172,2024-05-08 04:00:00,88.5,60.1,453.0,14.3,139.0,45.3,29.2,77,0.2,12.0,147,1010.9
173,2024-05-08 05:00:00,90.3,61.5,444.0,12.1,159.0,40.4,29.6,77,0.2,13.3,147,1009.7
174,2024-05-08 06:00:00,86.8,59.0,439.0,10.9,169.0,36.2,30.6,70,0.0,10.4,146,1008.5
175,2024-05-08 07:00:00,83.4,56.8,417.0,10.5,167.0,33.2,25.4,90,4.7,18.8,206,1008.5
176,2024-05-08 08:00:00,74.7,51.0,399.0,11.2,157.0,30.8,26.7,87,0.5,8.7,97,1007.5
177,2024-05-08 09:00:00,66.8,45.5,424.0,14.3,141.0,29.7,27.7,81,0.0,8.3,90,1007.2
178,2024-05-08 10:00:00,62.6,42.7,531.0,22.3,116.0,30.4,27.4,83,0.0,7.4,113,1007.0
179,2024-05-08 11:00:00,62.2,42.6,680.0,32.8,85.0,32.3,26.4,89,0.3,4.8,103,1007.9
180,2024-05-08 12:00:00,78.2,53.4,790.0,37.4,54.0,33.9,26.0,91,0.3,3.1,54,1008.8
181,2024-05-08 13:00:00,83.1,57.3,826.0,36.3,49.0,35.1,26.2,91,0.0,5.1,94,1009.5
182,2024-05-08 14:00:00,88.2,61.0,870.0,34.7,43.0,36.7,26.1,91,0.0,6.4,117,1010.1
183,2024-05-08 15:00:00,88.9,61.7,872.0,32.3,38.0,37.4,26.0,91,0.0,6.5,71,1011.0
184,2024-05-08 16:00:00,85.7,59.5,792.0,28.6,37.0,36.4,24.4,96,2.3,10.7,346,1011.6
185,2024-05-08 17:00:00,77.5,53.9,668.0,24.3,38.0,34.4,23.5,98,1.1,11.9,2,1010.8
186,2024-05-08 18:00:00,69.4,48.2,565.0,20.8,38.0,32.6,23.2,98,3.6,9.4,360,1010.4
187,2024-05-08 19:00:00,63.6,44.2,506.0,18.9,37.0,31.2,23.2,96,0.4,10.3,348,1009.8
188,2024-05-08 20:00:00,57.9,40.3,468.0,17.9,35.0,30.0,23.1,95,1.3,7.4,331,1009.2
189,2024-05-08 21:00:00,52.7,36.7,444.0,17.5,34.0,29.3,23.1,95,0.2,9.4,353,1009.5
190,2024-05-08 22:00:00,50.4,35.2,444.0,17.9,34.0,29.8,23.2,95,0.1,7.3,351,1009.4
191,2024-05-08 23:00:00,49.6,34.6,458.0,18.9,36.0,30.9,23.2,96,3.4,7.5,343,1010.1
192,2024-05-09 00:00:00,32.5,22.6,396.0,17.2,47.0,25.0,23.6,92,0.5,7.8,347,1011.2
193,2024-05-09 01:00:00,28.9,20.0,369.0,15.5,59.0,25.6,25.3,86,0.0,14.0,48,1012.9
194,2024-05-09 02:00:00,30.0,20.8,331.0,13.1,77.0,26.2,26.3,81,0.0,12.4,60,1012.5
195,2024-05-09 03:00:00,33.4,23.1,303.0,11.1,93.0,26.2,27.2,77,0.1,8.6,75,1012.4
196,2024-05-09 04:00:00,40.6,28.1,291.0,9.7,106.0,24.7,28.1,75,0.1,5.8,97,1011.4
197,2024-05-09 05:00:00,49.2,34.0,289.0,8.8,117.0,22.5,28.7,74,0.1,7.7,127,1010.0
198,2024-05-09 06:00:00,57.5,39.7,294.0,8.5,124.0,20.8,29.1,72,0.1,7.7,131,1008.6
199,2024-05-09 07:00:00,64.3,44.4,301.0,8.9,128.0,19.8,28.8,74,1.0,10.2,132,1007.1
200,2024-05-09 08:00:00,68.9,47.6,316.0,9.9,127.0,19.3,26.8,84,3.8,4.8,103,1007.0
201,2024-05-09 09:00:00,71.2,49.1,349.0,12.4,122.0,20.3,27.3,82,0.2,8.0,100,1006.7
202,2024-05-09 10:00:00,70.1,48.3,418.0,17.5,108.0,24.0,27.5,81,0.1,7.6,109,1006.9
203,2024-05-09 11:00:00,63.3,43.7,505.0,24.1,89.0,29.2,26.4,87,0.1,7.9,114,1008.0
204,2024-05-09 12:00:00,66.1,45.3,610.0,32.3,71.0,36.4,25.8,90,0.0,6.4,117,1009.0
205,2024-05-09 13:00:00,57.5,38.9,595.0,30.4,68.0,35.8,25.1,93,0.0,5.2,115,1010.7
206,2024-05-09 14:00:00,50.1,33.2,573.0,27.7,65.0,34.9,25.4,91,0.6,10.0,120,1011.4
207,2024-05-09 15:00:00,47.0,30.5,548.0,25.1,63.0,33.3,25.3,89,0.6,10.9,117,1011.6
208,2024-05-09 16:00:00,48.0,30.6,519.0,22.9,65.0,30.5,25.0,92,0.6,9.4,133,1011.5
209,2024-05-09 17:00:00,47.4,30.2,487.0,20.7,68.0,27.1,24.7,95,0.4,7.6,135,1010.6
210,2024-05-09 18:00:00,47.7,30.4,462.0,18.9,71.0,24.3,24.7,96,0.1,6.6,119,1009.9
211,2024-05-09 19:00:00,50.2,31.5,445.0,17.2,74.0,22.5,24.4,97,0.0,5.3,118,1009.5
212,2024-05-09 20:00:00,50.9,32.1,435.0,15.7,76.0,21.4,24.5,97,0.0,4.3,132,1008.9
213,2024-05-09 21:00:00,50.5,32.0,444.0,15.4,77.0,21.2,24.4,97,0.0,5.2,124,1008.8
214,2024-05-09 22:00:00,49.4,31.4,491.0,17.3,74.0,22.4,24.4,94,0.1,8.7,120,1009.4
215,2024-05-09 23:00:00,52.4,33.8,556.0,20.2,70.0,24.5,24.1,95,0.1,12.2,137,1009.3
216,2024-05-10 00:00:00,55.4,34.8,563.0,21.5,79.0,29.0,24.3,93,0.0,8.9,140,1009.6
217,2024-05-10 01:00:00,54.4,33.6,561.0,21.0,86.0,30.2,25.9,87,0.0,11.7,135,1011.6
218,2024-05-10 02:00:00,53.6,33.6,556.0,20.2,97.0,31.7,26.4,85,0.0,11.7,137,1011.5
219,2024-05-10 03:00:00,53.1,33.9,536.0,18.3,111.0,32.0,28.5,77,0.1,11.3,149,1011.0
220,2024-05-10 04:00:00,53.1,34.6,486.0,14.0,133.0,29.8,29.0,74,0.1,14.2,164,1010.0
221,2024-05-10 05:00:00,58.4,38.6,421.0,8.5,159.0,26.3,29.8,70,0.0,15.4,164,1008.4
222,2024-05-10 06:00:00,58.6,39.0,377.0,5.2,174.0,23.8,30.8,66,0.1,17.0,163,1006.9
223,2024-05-10 07:00:00,61.9,41.6,372.0,5.5,170.0,23.1,30.2,71,0.1,14.6,160,1005.5
224,2024-05-10 08:00:00,61.7,41.3,388.0,8.0,156.0,23.4,29.3,75,0.3,13.2,154,1005.0
225,2024-05-10 09:00:00,55.3,37.1,411.0,11.3,138.0,24.3,28.7,75,0.1,16.1,151,1004.5
226,2024-05-10 10:00:00,50.9,34.2,440.0,15.8,117.0,26.3,28.5,80,0.0,12.4,154,1004.9
227,2024-05-10 11:00:00,46.3,31.0,476.0,21.2,93.0,28.9,27.9,81,0.0,14.3,162,1005.7
228,2024-05-10 12:00:00,49.1,32.1,543.0,26.1,74.0,29.8,27.2,84,0.0,13.5,155,1006.8
229,2024-05-10 13:00:00,47.1,30.5,553.0,26.5,66.0,30.2,27.2,84,0.0,15.1,142,1008.9
230,2024-05-10 14:00:00,45.3,29.2,566.0,26.9,54.0,30.7,26.6,88,0.0,13.9,143,1009.3
